call_day,ai_score,sunbiz_status,status,notes,name,owner_name,phone,category,address,locality,is_chain,website
8,40,ACTIVE,New,,Island Gulf Resort,"Deland, Paul, Parker, Richard, Finley, Jerry",(727) 398-6786,Hotels,13912 Gulf Blvd,"Madeira Beach, FL 33708",False,https://www.vriresorts.com/rentResortInfoSheets.php?prop=3326&property_name=Island+Gulf+Resort
7,40,ACTIVE,New,,Islander Pool Service Inc,"Mcnally, Richard W, Mcnally, Richard, Mcnally, Richard",(727) 393-4800,Pool Cleaning Services,10664 53rd Ave N,"Saint Petersburg, FL 33708",False,http://www.riptidepoolservices.com/
5,40,ACTIVE,New,,Phillips Air Conditioning,"Phillips, Luke",(727) 709-7979,HVAC Contractors,PO Box 4001,"Saint Petersburg, FL 33731",False,http://www.airphillips.com/
5,40,ACTIVE,New,,J F Sink & Sons Inc,"Sink, Nikolas F, Sink, Kirk",(727) 576-2339,Roofing Contractors,767 42nd Ave NE,"Saint Petersburg, FL 33703",False,http://www.jonesandsons-plumbing.com/
15,40,ACTIVE,New,,JB Edwards,"Edwards, James B",(727) 736-0880,Marketing Agencies,2069 Range Rd,"Clearwater, FL 33765",False,https://www.jbedwards.com/ContactUs
12,40,ACTIVE,New,,JJB Pools & Spas,"Burek, Jason J",(727) 412-4373,Pool Cleaning Services,12870 Commodity Pl Bldg 9,"Tampa, FL 33626",False,https://jjbpoolsandspas.com/
17,40,ACTIVE,New,,JSS Property Professionals Inc,"Suarez, Rhonda L, Ms, Suarez, J. Scott",(727) 392-4766,Real Estate Agents,7100 123rd Cir,"Largo, FL 33773",False,https://www.jsspropertypros.com/contact-us
15,40,ACTIVE,New,,Jacob Workinger,"Skinner, Jacob Wdmd, Skinner, Cheryl Lmpt",(727) 394-0949,Physical Therapy,11224 Park Blvd,"Seminole, FL 33772",False,http://www.tscjacobs.com/
9,40,ACTIVE,New,,"James Cooper, DC","Cooper, James E",(727) 446-1141,Chiropractors,101 N Garden Ave Ste 100,"Clearwater, FL 33755",False,http://www.drdalecooper.com/
8,40,ACTIVE,New,,Cycle Brewing,"Dozark, Douglas",(727) 320-7954,Bars,534 Central Ave,"Saint Petersburg, FL 33701",False,http://www.cyclebrewing.com/
16,40,ACTIVE,New,,Dream Car Classics,"Cusack, Paul, Gul, Javed, Kay, Steve",(727) 524-3800,Real Estate Agents,1970 S Belcher Rd,"Clearwater, FL 33764",False,https://www.adventureclassiccars.com/
6,40,ACTIVE,New,,"Michaud, Brecca L","Michaud, Jeffrey R, Michaud, Shannon P",(727) 541-5304,Physical Therapy,8254 118th Ave,"Largo, FL 33773",False,
19,40,ACTIVE,New,,Surf West,"Malinasky, Doron",(727) 392-0211,Clothing Stores,15327 Gulf Blvd,"Madeira Beach, FL 33708",False,http://www.surfstyle.com/
5,40,ACTIVE,New,,"Cairns Law, P.A.","Cairns, Joseph P",(727) 493-0505,Law Firms,801 W Bay Dr #713,"Largo, FL 33770",False,http://www.cairnslaw.com/
11,40,ACTIVE,New,,Acoma Roofing,"Squitiro, Santis M, Squitiro, Steve C",(727) 733-5580,Roofing Contractors,2530 Drew St,"Clearwater, FL 33765",False,http://www.acomaroofing.com/
19,40,ACTIVE,New,,William K Lovelace Attorney,"Mackintosh, William K",(727) 446-1036,Law Firms,401 S Lincoln Ave,"Clearwater, FL 33756",False,http://saronme.com/
20,40,ACTIVE,New,,T Samantha Chechele Pa,"Chechele, Samantha",(727) 381-6001,Law Firms,7127 1st Ave S,"Saint Petersburg, FL 33707",False,http://www.chechelelaw.com/
13,40,ACTIVE,New,,T & C Dental of Largo P Corp,"Hur, Thai K, Phan, Christina",(727) 548-4678,Dentists,11250 66th St,"Largo, FL 33773",False,http://tncdentistry.com/
8,40,ACTIVE,New,,Trinity Health,"Slubowski, Michael, Slubowski, Michael",(727) 202-1303,Medical Clinics,6100 Central Ave,"Saint Petersburg, FL 33707",False,https://www.pedialliance.com/locations/trinity-office?utm_source=ExtNet&utm_medium=Yext&y_source=1_MjAzOTQyMTItNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
9,40,ACTIVE,New,,Windmoor Healthcare,"Filton, Steve, Klein, Matthew D, Ramagano, Cheryl K",(727) 541-2646,Medical Clinics,11300 Us Highway 19 N,"Clearwater, FL 33764",False,https://windmoor.com/
7,40,ACTIVE,New,,Wingate Inn,"Rossi, Nicola, Waring, Michael F",(727) 299-9800,Hotels,5000 Lake Blvd,"Clearwater, FL 33760",False,http://www.wingatehotels.com/
12,40,ACTIVE,New,,Carl Treyz,"Treyz, Carl",(727) 265-3307,Dentists,12963 Walsingham Rd,"Largo, FL 33774",False,http://www.thekingofsmiles.com/under_construction.html
17,40,ACTIVE,New,,Tropical Isles Realty Inc,"Schmidt, Robert M",(727) 580-9797,Real Estate Agents,12661 Indian Rocks Rd,"Largo, FL 33774",False,https://www.tropicalislesrealty.com/
17,40,ACTIVE,New,,Suzette's On The Rocks,"Busch, Laura",(727) 595-8700,Clothing Stores,13042 Indian Rocks Rd,"Largo, FL 33774",False,http://www.suzettesboutique.com/
8,40,ACTIVE,New,,AcceptanceNOW,"Alfonso-Medina, Jose F",(727) 796-1527,Furniture Stores,21411 Us Highway 19 N,"Clearwater, FL 33765",False,http://acceptancenow.com/
15,40,ACTIVE,New,,"Carmine J. Chioccariello, RPT","Macedonio, Carmine J, Macedonio, Carmine J, Macedonio, Carmine J",(727) 575-7117,Physical Therapy,780 94th Ave N Ste 112,"St Petersburg, FL 33702",False,https://sportsinjuryandphysicaltherapy.com/
6,40,ACTIVE,New,,"Title Agency of Florida, Inc.","Arsenault, Kenneth Gjr, Arsenault, Kenneth Gjr, Damico, Pamela M",(727) 596-0700,Law Firms,19535 E Gulf St,"Seminole, FL 33776",False,http://www.titleagency.net/
14,40,ACTIVE,New,,Accent Heating & Air Cond,"Griewahn, Kristian",(727) 249-6109,HVAC Contractors,12036 101st Ave,"Seminole, FL 33772",False,http://jdkair.com/
16,40,ACTIVE,New,,Academy Prep Center For Education,"Parsons, Marianne, Whiting, Paul L, Sr., Vass, William, Pollock, Monica",(727) 322-0800,Wellness Center,2301 22nd Ave S,"Saint Petersburg, FL 33712",False,http://academyprep.org/
14,40,ACTIVE,New,,BayCare Health Systems,"Green, Lance",(727) 953-8396,Medical Clinics,12899 Walsingham Rd,"Largo, FL 33774",False,https://baycare.org/locations/b/baycare-medical-group-primary-care-west-largo
15,40,ACTIVE,New,,"Anderson, T'keyah J","Anderson, Edward C, Anderson, E. Charles, Anderson, Barbara A",(727) 803-1102,Physical Therapy,4175 E Bay Dr,"Clearwater, FL 33764",False,http://www.eastbayrehab.com/
7,40,ACTIVE,New,,Banyan Coffee & Tea Company,"Hynes, James M, Hynes, James Msr.",(727) 896-6100,Cafes,689 Dr Martin Luther King Jr St N,"Saint Petersburg, FL 33701",False,https://www.banyancoffeecompany.com/
10,40,ACTIVE,New,,Acoma Roofing Co,"Squitiro, Santis M, Squitiro, Steve C",(727) 733-5580,Roofing Contractors,1492 Overcash Dr,"Dunedin, FL 34698",False,http://www.acomaroofing.com/
15,40,ACTIVE,New,,"White, Brendan","White, James J, Iv, Brennan White, Megan",(727) 440-3301,Physical Therapy,4852 Park St N,"Saint Petersburg, FL 33709",False,http://www.stbrendancatholic.org/
5,40,ACTIVE,New,,Barnes & Noble Booksellers,"Gelberg, Brett, Feuer, Bradley A, Daunt, James",(727) 669-1688,Gift Shops,23654 US Highway 19 N,"Clearwater, FL 33765",False,http://www.barnesandnoble.com/
18,40,ACTIVE,New,,Bum Beach,"Bumbera, Devin, Bumbera, Charity",(727) 216-6107,Clothing Stores,399 Mandalay Ave,"Clearwater Beach, FL 33767",False,http://www.beachbumsami.com/
15,40,ACTIVE,New,,Team Inc Corporate Marketing,"Mastrogiovanni, Dena, Mastrogiovanni, David",(727) 577-8051,Marketing Agencies,115 112th Ave NE,"Saint Petersburg, FL 33716",False,http://www.gotoconcepts.com/lang/en/home/index.php
7,40,ACTIVE,New,,Burgess Carriage House Inc,"Burgess, J. Scott, Burgess, Phillip M., Burgess, Irene H",(727) 577-1776,Furniture Stores,8921 Us Highway 19 N,"Pinellas Park, FL 33782",False,https://tampamagazines.com/mens-golf-fashion
5,40,ACTIVE,New,,Burgess Heating and Air,"Burgess, William R, Burgess, Victoria L",(727) 725-2905,HVAC Contractors,976 Dr Ml King Jr St N,"Safety Harbor, FL 34695",False,https://burgessair.com/contact-us
17,40,ACTIVE,New,,Anderson Tony Realtor,"Anderson, Edward C, Anderson, E. Charles, Anderson, Barbara A",(727) 223-1530,Real Estate Agents,2510 W Bay Dr,"Largo, FL 33770",False,http://www.johnnys-car-wash.com/
18,40,ACTIVE,New,,Business And Family Insurors,"Clemow, Maryann, Gonzalez, Karen E",(727) 585-6525,Insurance Agencies,1001 Highland Ave N,"Largo, FL 33770",False,http://www.bfinsurors.com/
13,40,ACTIVE,New,,Tampa Bay Oncology Center,"Mason, Nicholas",(727) 586-2273,Doctors,1835 Indian Rocks Rd S,"Largo, FL 33774",False,http://www.tampabayoncology.com/page
4,40,ACTIVE,New,,Taylor Heating and Air Conditioning,"Taylor, David G",(727) 443-0790,HVAC Contractors,1670 N Hercules Ave,"Clearwater, FL 33765",False,http://www.trane.com/
10,40,ACTIVE,New,,Adam Diasti,"Diasti, Adam",(727) 535-9993,Dentists,10427 Ulmerton Rd Ste B3,"Largo, FL 33771",False,http://coastdental.com/
18,40,ACTIVE,New,,Title Agency of Florida Inc,"Arsenault, Kenneth Gjr, Arsenault, Kenneth Gjr, Damico, Pamela M",(727) 584-5599,Insurance Agencies,10225 Ulmerton Rd,"Largo, FL 33771",False,http://titleagency.net/
10,40,ACTIVE,New,,Tarheel Roofing,"Looney, John V",(727) 823-3455,Roofing Contractors,2600 22nd St N,"Saint Petersburg, FL 33713",False,https://www.tarheelroofing.com/
16,40,ACTIVE,New,,C2 Design Group,"Stevens, Christine A, Stevens, Christopher R",(727) 595-1519,Marketing Agencies,12551 Indian Rocks Rd,"Largo, FL 33774",False,https://www.c2dg.com/
17,40,ACTIVE,New,,Action Realty of Tampa Bay Inc.,"Jackson, Debra A",(727) 743-4083,Real Estate Agents,"11155 131st St, Largo, FL","Largo, FL 33774",False,http://actionrealtytampabay.com/
17,40,ACTIVE,New,,Alliance For Affordable Services,"Pevsner, Paul",(727) 787-6510,Insurance Agencies,29750 US Highway 19 N,"Clearwater, FL 33761",False,http://socialsecurityappointments.us/locations/amalfis-sepulveda-nova-office
7,40,ACTIVE,New,,TownePlace Suites By Marriott St Petersburg Clearwater,"Bubenik, Joanne",(727) 299-9229,Hotels,13200 49th St N,"Clearwater, FL 33762",False,https://www.marriott.com/hotels/travel/tpats-towneplace-suites-st.-petersburg-clearwater
10,40,ACTIVE,New,,Super Roofs,"Geisinger, Adam",(727) 821-4332,Roofing Contractors,2534 22nd St N,"Saint Petersburg, FL 33713",False,http://www.saintpetersburgroofing.com/
9,40,ACTIVE,New,,Ted's Luncheonette,"Stoupas, Demetrius T.",(727) 584-2565,Cafes,1201 Clearwater Largo Rd N,"Largo, FL 33770",False,https://www.facebook.com/tedsluncheonette
10,40,ACTIVE,New,,"American Design Air, Inc.","Hopkins, Charlotte A.",(727) 493-6379,HVAC Contractors,14505 60th Street North,"Clearwater, FL 33760",False,http://dealer.nutonehvac.com/AIRTEMPDESIGN-TarponSprings-FL1
15,40,ACTIVE,New,,Suncoast Physical Training,"Jones, D. Allen, Rpt",(727) 394-0313,Physical Therapy,10863 Park Blvd Ste 4,"Seminole, FL 33772",False,http://scptrc.com/
6,40,ACTIVE,New,,Chiro Alliance Corp,"Player, Celeste, Hart, Joanne, Tobin, David, Warford, Elizabeth, Doughty, Pamela, Goodman, Iii, William D., Metrow, Susan, Stadelman, Jill, Tulloch, Kimberly, Lambert, Scott, Morrow, Alicia",(727) 319-6199,Chiropractors,10706 115th Ave,"Largo, FL 33778",False,https://100percentchiropractic.com/locations/st-petersburg-fl
12,40,ACTIVE,New,,Chiropractic Health Center Clearwater,"Harms, Jr., Douglas R, Harms, Barbara L.",(727) 408-5222,Chiropractors,1528 Lakeview Rd,"Clearwater, FL 33756",False,https://www.baycare.org/locations/b/baycare-behavioral-health--life-management-center-clearwater
5,40,ACTIVE,New,,Tom Foolery Lounge,"Pagliarulo, Matthew J, Pagliarulo, Laura M",(727) 593-3911,Bars,11660 Oakhurst Rd,"Largo, FL 33774",False,https://www.facebook.com/tomfoolerylounge
6,40,ACTIVE,New,,Suncoast Family Medical Associates,"Grove, Jeffrey S, Tvedten, Ty L, Tvedten, Ty L",(727) 606-1240,Chiropractors,12020 Seminole Blvd,"Largo, FL 33778",False,http://www.suncoastfamilymed.com/
9,40,ACTIVE,New,,Sun-N-Shade Lawncare,"Ferrell, Richard, Ferrell, Karla",(727) 398-5182,Landscaping Services,,"Saint Petersburg, FL 33702",False,http://sunnshade.com/
18,40,ACTIVE,New,,Chrislee Inc,"Beavers, William R, Beavers, Debra A",(727) 442-4600,Clothing Stores,1211 Hamlet Ave,"Clearwater, FL 33756",False,http://macsportssupplies.com/
19,40,ACTIVE,New,,Trump Insurance Inc,"Trump, William F, Trump, Aimee S",(727) 210-2940,Insurance Agencies,13139 66th St,"Largo, FL 33773",False,https://www.trumpins.com/
14,40,ACTIVE,New,,"Christopher A Hoffman, DC","Iler, Christopher A, Iler, Lucia I",(727) 587-6667,Chiropractors,515 Missouri Ave N,"Largo, FL 33770",False,http://drdebrahoffman.com/
7,40,ACTIVE,New,,Sun Up Services,"Mechanical A/C Designs, Llc, Crews, Shawn",(727) 522-2288,HVAC Contractors,12300 Seminole Blvd Unit C,"Largo, FL 33778",False,http://www.sunupservices.com/
6,40,ACTIVE,New,,"Christopher M Sierra, PA","Sierra, Christopher M",(727) 360-1691,Law Firms,7850 Ulmerton Rd,"Largo, FL 33771",False,https://sierralawfirm.com/
13,40,ACTIVE,New,,"AM Aire, Inc.","Cain, Andrew",(727) 331-9539,HVAC Contractors,10417 115th Ave,"Largo, FL 33773",False,https://www.amaire.net/
18,40,ACTIVE,New,,Citi Trends,"Sachse, Peter R, Seipel, Kenneth D, Sabin, Cara",(727) 371-4927,Clothing Stores,1279 S Missouri Ave,"Clearwater, FL 33756",False,https://locations.cititrends.com/fl/clearwater/1279-s--missouri-ave.html
7,40,ACTIVE,New,,"B. Griffith Roofing, Inc.","Griffith, Brent S",(727) 319-3408,Roofing Contractors,5292 Main Street,"Saint Petersburg, FL 33714",False,https://rjowensroofing.com/
13,40,ACTIVE,New,,Clark & Martino PA,"Clark, James Daniel, Alperstein, Lori",(727) 466-9717,Medical Clinics,1280 Cleveland St,"Clearwater, FL 33755",False,https://www.clarkmartino.com/blog/2023/02/what-road-travelers-should-know-about-rear-end-accidents
15,40,ACTIVE,New,,Suncoast Physical Training & Rehabilitation Center Inc,"Jones, D. Allen, Rpt",(727) 547-9574,Physical Therapy,9300 49th St N,"Pinellas Park, FL 33782",False,http://scptrc.com/
17,40,ACTIVE,New,,Checkerboard Realty,"Snelgrove, Timothy J",(727) 391-4434,Real Estate Agents,801 W Bay Dr,"Largo, FL 33770",False,https://www.checkerboardrealty.com/
17,40,ACTIVE,New,,Workman Enterprises Inc,"Workman, Roy A, Iii, Workman, Elizabeth G",(727) 595-7770,Real Estate Agents,12651 Walsingham Rd Ste B,"Largo, FL 33774",False,http://workmanproperties.com/
7,40,ACTIVE,New,,Chart House Suites On Clearwater Bay,"Keirleber, Jeffrey, Sweet, Michael",(727) 449-8007,Hotels,850 Bayway Blvd,"Clearwater Beach, FL 33767",False,https://www.charthousesuites.com/
12,40,ACTIVE,New,,Certified Roofers & General Contractors,"Sanchez, Alexander M, Sanchez, Celeste C",(727) 393-2498,Roofing Contractors,10650 Park Place Dr,"Largo, FL 33778",False,https://proudamericanroof.com/
12,40,ACTIVE,New,,Cesar Lopez Lawn & Landscaping,"Lopez, Cesar",(727) 906-7521,Landscaping Services,1976 Byram Dr,"Clearwater, FL 33755",False,http://www.staffordtreesvc.com/
7,40,ACTIVE,New,,Chai Mixology,"Rajbhandari, Pratick, Rai, Aju",(727) 498-8090,Cafes,1106 Central Ave,"Saint Petersburg, FL 33705",False,http://www.creativecateringcompany.com/?page_id=8
20,40,ACTIVE,New,,Chambers Law Group PA,"Chambers, Joseph W, Chambers, Jeffrey K",(727) 896-2167,Law Firms,520 4th St N Ste 101,"Saint Petersburg, FL 33701",False,http://chamberslawgrp.com/
8,40,ACTIVE,New,,Sunsplash Pools Service & Repair Inc,"Griswold, Phillip, Griswold, Brenda",(727) 581-2426,Pool Cleaning Services,919 6th Ave SW,"Largo, FL 33770",False,http://sunsplashpoolsservice.com/home.htm
13,40,ACTIVE,New,,Sunshine Landscape Management,"Larson, Thomas Lii, Larson, Anna Jv Pres, Larson, Hope Asecreta, Larson 2, Thomas Ltreasur",(727) 545-9011,Landscaping Services,4941 72nd Ave N,"Pinellas Park, FL 33781",False,http://www.aquadocinc.com/
15,40,ACTIVE,New,,Alls Well,"Howroyd, Janice B, Bryant, Carlton, Robinson, Tina L, Carvalho, Peter, Ngo, Thai, Howroyd, Brett W",(727) 531-3176,Wellness Center,18167 Us Highway 19 N,"Clearwater, FL 33764",False,https://www.allswell.com/localoffice.aspx
8,40,ACTIVE,New,,Sunset Vistas Beachfront Suites,"Hollcroft, Susan",(727) 360-1600,Hotels,12000 Gulf Blvd,"Treasure Island, FL 33706",False,http://www.providentresorts.com/
10,40,ACTIVE,New,,Aardvark Termite & Pest Control,"Upham, Charles F",(727) 323-6060,Landscaping Services,11970 4th St E,"Treasure Island, FL 33706",False,https://www.termitestreatment.com/exterminator/termite-removal/Holmes-Beach-FL/company-details.html
18,40,ACTIVE,New,,Sunset Sport,"Hamuy, Neil, Hamuy, Jamie",(727) 595-5111,Clothing Stores,1261 Gulf Blvd,"Clearwater Beach, FL 33767",False,https://www.gulfsideadventures.co/
9,40,ACTIVE,New,,Vino Simpatico,"Karikas, Dean W., Rae, Shawn",(727) 803-6601,Bars,722 Pasadena Ave S,"South Pasadena, FL 33707",False,http://www.vino-simpatico.com/
15,40,ACTIVE,New,,"Abigail Orloski, DPT","Orris, Abigail",(727) 803-1102,Physical Therapy,8980 49th St N,"Pinellas Park, FL 33782",False,https://lifeinmotion-therapy.com/patient-information/patient-testimonials
12,40,ACTIVE,New,,"Woods, Laurel T, MD","Woods, Stephanie S",(727) 394-5650,Doctors,8787 Bryan Dairy Rd,"Seminole, FL 33777",False,http://www.newimagederm.com/
7,40,ACTIVE,New,,Woody Brown Campaign,"Brown, Louis L",(727) 518-1967,Chiropractors,520 1st Ave SW,"Largo, FL 33770",False,http://largo.com/
8,40,ACTIVE,New,,Aaron's Central St. Petersburg FL,"Schamback, Aaron, D.M.D.",(727) 520-1415,Furniture Stores,2884 34th St N,"Saint Petersburg, FL 33713",False,http://www.tbaytech.com/
20,40,ACTIVE,New,,Angulo Law Office PA,"Angulo, Jorge",(727) 743-1879,Law Firms,5223 Park Blvd N Ste 101,"Pinellas Park, FL 33781",False,http://www.angulolawoffice.com/
6,40,ACTIVE,New,,Wheeler Law Firm P,"Wheeler, Cedric, Wheeler, Shawna",(727) 300-9667,Law Firms,801 W Bay Dr,"Largo, FL 33770",False,https://www.vwheelerlawfirm.com/
14,40,ACTIVE,New,,Anclote Key Capital Advisors,"Dunn, Keith D, Dunn, Keith D",(727) 269-1992,HVAC Contractors,21973 Us Highway 19 N,"Clearwater, FL 33765",False,http://www.airmasters.net/
10,40,ACTIVE,New,,B Griffith Roofing Inc,"Griffith, Brent S",(727) 319-3408,Roofing Contractors,8100 Park Blvd,"Pinellas Park, FL 33781",False,http://www.billshieldsroofing.com/
13,40,ACTIVE,New,,Bay Center For Oral & Implant Surgery,"Jones, Glen E, Jakubowski, Jesse M, Maly, Christopher P",(727) 585-5494,Dentists,168 14th St SW,"Largo, FL 33770",False,https://www.baycenter.com/
15,40,ACTIVE,New,,Beach 2 Bay Ads,"Baker, Todd, Vitalo, Justin",(727) 233-0246,Marketing Agencies,PO Box 245,"Bay Pines, FL 33744",False,http://www.beach2bayads.com/
15,40,ACTIVE,New,,Wareham Online Inc.,"Wareham, Jamie",(727) 498-4736,Marketing Agencies,,"Indian Rocks Beach, FL 33785",False,http://www.wareham-online.com/
17,40,ACTIVE,New,,Bill Hendren Insurance Company,"Hendren, William Hiii, Hendren, William H Iii, Hendren, William H Iii",(727) 209-9100,Insurance Agencies,7985 113th St Ste 326,"Seminole, FL 33772",False,http://www.progressiveagent.com/
10,40,ACTIVE,New,,Bill Wolff's Lawn Spraying,"Fox, Keith",(727) 321-0211,Landscaping Services,746 49th St S,"Gulfport, FL 33707",False,http://www.bestpestmanagement.com/
9,40,ACTIVE,New,,Birdie's Pub,"Broderick, Anthony J, Broderick, Bridget C",(727) 253-4973,Bars,2914 Roosevelt Blvd,"Clearwater, FL 33760",False,https://www.facebook.com/AmoramaLatinNightClub
5,40,ACTIVE,New,,Birdies Pub Inc,"Broderick, Anthony J, Broderick, Bridget C",(727) 559-1025,Bars,1385 Belcher Rd S,"Largo, FL 33771",False,http://www.beefobradys.com/
8,40,ACTIVE,New,,The Saint Speakeasy,"Morales, Bernardo Frev.Fr., Molano, Marilyana",(727) 258-7626,Bars,49 24th St N,"St Petersburg, FL 33713",False,http://www.thesaintspeakeasy.com/
17,40,ACTIVE,New,,Alexandros Real Estate Group International,"Giasevits, Maria",(727) 595-4545,Real Estate Agents,800 E Bay Dr,"Largo, FL 33770",False,https://www.premiersothebysrealty.com/real-estate-office/164/beaches-of-pinellas-rentals
5,40,ACTIVE,New,,"Blackwell, Blythe W","Blackwell, Lea M, Dr, Blackwell, Lea M, Dr, Blackwell, Lea M, Dr, Blackwell, Lea M, Dr",(727) 596-2101,Physical Therapy,14280 Walsingham Rd,"Largo, FL 33774",False,
11,40,ACTIVE,New,,Bay Pediatrics PA,"Vaughan, Timothy Jdr., Vaughan, Victoria S",(727) 584-9810,Doctors,1725 W Bay Dr,"Largo, FL 33770",False,https://baypediatrics.com/
10,40,ACTIVE,New,,Alexander Spine Center,"Alexander, Daniel, D.C.",(727) 397-3000,Chiropractors,10720 Park Blvd Ste A,"Seminole, FL 33772",False,http://www.alexanderspinecenter.com/
12,40,ACTIVE,New,,The Pool Works of Pinellas County Inc Ball,"Duprey, Shawn M, Duprey, Vicki",(727) 938-8389,Pool Cleaning Services,3713 Alt 19,"Palm Harbor, FL 34683",False,http://myoutbackpools.com/
18,40,ACTIVE,New,,Wareheim Insurance Inc,"Wareheim, James E",(727) 397-3200,Insurance Agencies,7777 131st St,"Largo, FL 33776",False,http://www.wareheiminsurance.com/
5,40,ACTIVE,New,,Bay Dermatology & Cosmetic Surgery,"Miller, Richard A, Kruthchik, Michael E, Dorton, David W, Esguerra, David, Witfill, Kristin",(727) 585-8591,Medical Clinics,115 Highland Ave N,"Largo, FL 33770",False,http://www.baydermatology.com/
7,40,ACTIVE,New,,Albright Roofing & Contracting,"Owen, Thomas M, Owen, Sheryl A",(727) 222-4331,Roofing Contractors,4479 122nd Ave N,"Clearwater, FL 33762",False,https://albrightroof.com/
14,40,ACTIVE,New,,The Pool Chemist,"Fong, Aaron D",(727) 412-1159,Pool Cleaning Services,13 Summit Ln,"Safety Harbor, FL 34695",False,http://holidaypoolsflorida.com/
13,40,ACTIVE,New,,Waters McGill PA,"Waters, Lorraine J",(727) 474-4736,Medical Clinics,1465 S Fort Harrison Ave Ste 205,"Clearwater, FL 33756",False,https://discspinecare.com/
11,40,ACTIVE,New,,Align Your Spine Chiropractic,"Mastronardi, Jordan",(727) 221-0222,Chiropractors,821 Court St,"Clearwater, FL 33756",False,https://www.wellnessalign.com/contact
17,40,ACTIVE,New,,Tranquil Bay Realty Inc,"Guier, Reginald J",(727) 517-8029,Real Estate Agents,14219 Walsingham Rd,"Largo, FL 33774",False,http://actionrealtytampabay.com/
14,40,ACTIVE,New,,Best Florida Healthcare,"Tunwashe, Modupe O",(727) 281-3808,Medical Clinics,14690 Sugar Cane Way,"Clearwater, FL 33760",False,http://bestvaluehealthcare.com/
5,40,ACTIVE,New,,All Performance Roofing,"Spicer, Gary J",(727) 391-3620,Roofing Contractors,9855 59th Ave N,"Saint Petersburg, FL 33708",False,http://allperformanceroofing.com/
18,40,ACTIVE,New,,Thrivent Financial,"Rasmussen, Teresa J, Carow, Kenneth, Boggs, Cornell, Draut, Eric, Marinello, Kathryn, Baker Pechet, Nichole, Creswell, Bradford Neal, Mcgrane, Brian",(727) 538-4293,Insurance Agencies,12551 Indian Rocks Rd Ste 9,"Largo, FL 33774",False,http://www.thrivent.com/
10,40,ACTIVE,New,,All Women's Health Center of Clearwater Inc,"Dresden, Gary A, Md, Miller, Melinda R, Owens, Dezra, Dresden, Dara Rayne, Myers, Sandra",(727) 785-2525,Medical Clinics,28960 US Highway 19 N,"Clearwater, FL 33761",False,http://www.floridaabortion.com/
15,40,ACTIVE,New,,Trade Languages,"Huarte, Johana V, Ms",(727) 244-5409,Marketing Agencies,14539 Red Bird Ct,"Seminole, FL 33776",False,http://www.auctusblue.com/
20,40,ACTIVE,New,,Becker & Poliakoff PA,"Levine, Allen M, Rosen, Gary C, Lesser, Steven B",(727) 712-4000,Law Firms,311 Park Place Blvd,"Clearwater, FL 33759",False,http://becker-poliakoff.com/
4,40,ACTIVE,New,,Beef 'O' Bradys,"Massaro, Melissa",(727) 501-9464,Bars,841 W Bay Dr,"Largo, FL 33770",False,http://www.beefobradys.com/
16,40,ACTIVE,New,,Thinkdirect Marketing Group,"Cahill, Dennis A, Paolillo, Robert, Kuby, Kevin",(727) 369-2700,Marketing Agencies,8285 Bryan Dairy Rd Ste 33777,"Seminole, FL 33777",False,https://www.tdmg.com/contact
12,40,ACTIVE,New,,"Thermal Zone Air Conditioning & Heating, Inc","Householder, James R",(727) 442-9286,HVAC Contractors,2127 Pleasant Pkwy,"Clearwater, FL 33764",False,http://thermalzone.com/
16,40,ACTIVE,New,,Berkshire Hathaway HomeServices Florida Properties Group,"Wurster, Donald F, Arendt, John D, Rathbun, Rodney L, Doerr, Scott R, Geistkemper, Dale D",(727) 461-1700,Real Estate Agents,321 Indian Rocks Rd N,"Belleair Bluffs, FL 33770",False,https://www.bhhsfloridaproperties.com/
18,40,ACTIVE,New,,All Insurance Companies Services,"Lopez, Tatiana",(727) 548-4678,Insurance Agencies,11250 66th St,"Largo, FL 33773",False,http://allamericangasservice.com/
14,40,ACTIVE,New,,Belleairbluffs Chiropractic,"Mccormick, Scot W, Depasque, Rosemary M",(727) 585-4300,Chiropractors,490 Indian Rocks Rd N,"Belleair Bluffs, FL 33770",False,https://www.bellbluffschiro.com/about
6,40,ACTIVE,New,,Wagstaff Law Office,"Wagstaff, Mary Lou",(727) 584-8182,Law Firms,161 14th St NW,"Largo, FL 33770",False,http://www.wagstafflaw.com/
15,40,ACTIVE,New,,Therapeutic Rehab Specialists,"Pribila, Anthony, Young, Bradley",(727) 470-6070,Physical Therapy,6231 66th St N,"Pinellas Park, FL 33781",False,http://www.therapeuticrehabspecialists.com/
18,40,ACTIVE,New,,Bay Planning,"Higginbotham, Stephen, Higginbotham, Kathy",(727) 394-9477,Insurance Agencies,9009 Seminole Blvd,"Seminole, FL 33772",False,http://bayplan.com/
18,40,ACTIVE,New,,The pants towne  Army Navy Store,"Hausdorf, Eddy L, Hausdorf, Deanna L",(727) 544-8804,Clothing Stores,6000 49th St N,"Saint Petersburg, FL 33709",False,https://www.pantstownearmynavystore.com/contact-us
12,40,ACTIVE,New,,Veterans AC & Heat Inc.,"Shell, Roy L",(727) 748-8387,HVAC Contractors,1120 Suemar Rd,"Dunedin, FL 34698",False,https://veteranshvac.com/
